Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
O1w,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 146 kg,10-5
O2e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,11-4
O2w,Kotooshu,Sadogatake,Bulgaria,19.02.1983,202 cm 157 kg,8-7
S1e,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 152 kg,7-8
S1w,Baruto,Onoe,Estonia,05.11.1984,197 cm 193 kg,3-5-7
K1e,Tochiozan,Kasugano,Kochi,09.03.1987,188 cm 152 kg,6-9
K1w,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,4-11
M1e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 145 kg,11-4 G
M1w,Aminishiki,Isegahama,Aomori,03.10.1978,186 cm 152 kg,6-9
M2e,Kitataiki,Kitanoumi,Tokyo,05.10.1982,184 cm 150 kg,4-11
M2w,Tochinoshin,Kasugano,Georgia (old),13.10.1987,192 cm 162 kg,2-13
M3e,Takarafuji,Isegahama,Aomori,18.02.1987,185 cm 160 kg,6-9
M3w,Aran,Mihogaseki,Russia,31.01.1984,186 cm 147 kg,4-11
M4e,Aoiyama,Kasugano,Bulgaria,19.06.1986,191 cm 187 kg,5-10
M4w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,168 cm 145 kg,7-8
M5e,Shohozan,Matsugane,Fukuoka,09.02.1984,177 cm 138 kg,8-7
M5w,Takayasu,Naruto,Ibaraki,28.02.1990,187 cm 164 kg,8-7
M6e,Yoshikaze,Oguruma,Oita,19.03.1982,176 cm 138 kg,7-8
M6w,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,9-6
M7e,Fujiazuma,Tamanoi,Tokyo,19.04.1987,181 cm 185 kg,8-7
M7w,Jokoryu,Kise,Tokyo,07.08.1988,187 cm 156 kg,4-11
M8e,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186 cm 143 kg,10-5
M8w,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189 cm 196 kg,7-8
M9e,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191 cm 160 kg,9-6
M9w,Ikioi,Isenoumi,Osaka,11.10.1986,193 cm 146 kg,9-6
M10e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,181 cm 166 kg,10-5
M10w,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185 cm 182 kg,8-7
M11e,Shotenro,Fujishima,Mongolia,31.01.1982,188 cm 153 kg,5-10
M11w,Gagamaru,Kise,Georgia (old),23.02.1987,188 cm 212 kg,11-4
M12e,Wakanosato,Naruto,Aomori,10.07.1976,184 cm 161 kg,6-9
M12w,Kyokushuho,Tomozuna,Mongolia,09.08.1988,190 cm 149.5 kg,5-5-5
M13e,Daido,Onomatsu,Tokyo,21.08.1982,188 cm 169 kg,8-7
M13w,Masunoyama,Chiganoura,Chiba,01.11.1990,178 cm 180 kg,7-8
M14e,Kaisei,Tomozuna,Brazil,18.12.1986,194 cm 186 kg,8-7
M14w,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179 cm 174 kg,6-9
M15e,Chiyonokuni,Kokonoe,Mie,10.07.1990,183 cm 139 kg,9-6
M15w,Homarefuji,Isegahama,Aomori,06.05.1985,182 cm 164.5 kg,5-10
M16e,Azumaryu,Tamanoi,Mongolia,12.05.1987,191.5 cm 140 kg,6-9
M16w,Daikiho,Miyagino,Fukuoka,13.05.1989,182 cm 152 kg,3-12
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,14-1 Y
Y1w,Harumafuji,Isegahama,Mongolia,14.04.1984,185 cm 135 kg,11-4
Y2e,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,9-6
O1e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188 cm 177 kg,13-2 J
O1w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,5-10
S1e,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,8-7 S
S1w,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,10-5
K1e,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,6-9
K1w,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179 cm 178.5 kg,5-10
M1e,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,8-7
M1w,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,6-9
M2e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182 cm 166.8 kg,4-11
M2w,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,4-11
M3e,Aminishiki,Isegahama,Aomori,03.10.1978,186 cm 152 kg,10-5
M3w,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191 cm 156 kg,3-12
M4e,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,7-8
M4w,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169 cm 149.4 kg,4-9-2
M5e,Shohozan,Matsugane,Fukuoka,09.02.1984,177 cm 134.5 kg,8-7
M5w,Ikioi,Isenoumi,Osaka,11.10.1986,194 cm 157 kg,11-4 K
M6e,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,8-7
M6w,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,8-7
M7e,Homasho,Shikoroyama,Yamaguchi,16.04.1981,185 cm 149 kg,9-6
M7w,Tokushoryu,Kise,Nara,22.08.1986,182 cm 170.6 kg,6-9
M8e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,8-7
M8w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,6-9
M9e,Terunofuji,Isegahama,Mongolia,29.11.1991,192 cm 158.5 kg,9-6
M9w,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,6-9
M10e,Osunaarashi,Otake,Egypt,10.02.1992,189 cm 146 kg,10-5
M10w,Tochinowaka,Kasugano,Hyogo,06.04.1988,196 cm 181 kg,9-6
M11e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185 cm 185.2 kg,8-7
M11w,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178 cm 176.3 kg,5-10
M12e,Takanoiwa,Takanohana,Mongolia,26.02.1990,181 cm 145.5 kg,3-12
M12w,Jokoryu,Kise,Tokyo,07.08.1988,187 cm 162.4 kg,9-6
M13e,Masunoyama,Chiganoura,Chiba,01.11.1990,180 cm 174 kg,4-11
M13w,Kitataiki,Kitanoumi,Tokyo,05.10.1982,185 cm 149 kg,9-6
M14e,Gagamaru,Kise,Georgia (old),23.02.1987,185 cm 202.6 kg,7-8
M14w,Tokitenku,Tokitsukaze,Mongolia,10.09.1979,186 cm 143 kg,7-8
M15e,Kyokushuho,Tomozuna,Mongolia,09.08.1988,191 cm 149.6 kg,9-6
M15w,Sokokurai,Arashio,China,09.01.1984,185 cm 131.6 kg,8-7
M16e,Arawashi,Minezaki,Mongolia,21.08.1986,184 cm 122 kg,7-8
M16w,Chiyonokuni,Kokonoe,Mie,10.07.1990,184 cm 143.8 kg,0-2-13
M17e,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184 cm 131.2 kg,10-5 K
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,11-4 J
Y1w,Harumafuji,Isegahama,Mongolia,14.04.1984,185 cm 135 kg,11-4 J
Y2e,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,0-0-15
O1e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188 cm 177 kg,11-4 J
O1w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,6-9
O2w,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,8-6-1
S1e,Terunofuji,Isegahama,Mongolia,29.11.1991,192 cm 158.5 kg,12-3 YK
S1w,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,7-8
K1e,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,8-7
K1w,Ichinojo,Minato,Mongolia,07.04.1993,190 cm 183 kg,8-7
M1e,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,9-6
M1w,Tochinoshin,Kasugano,Georgia,13.10.1987,192 cm 162 kg,9-6
M2e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169 cm 149.4 kg,4-11
M2w,Aminishiki,Isegahama,Aomori,03.10.1978,186 cm 152 kg,6-9
M3e,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184 cm 131.2 kg,8-7
M3w,Osunaarashi,Otake,Egypt,10.02.1992,189 cm 146 kg,4-4-7
M4e,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179 cm 178.5 kg,0-2-13
M4w,Tokushoryu,Kise,Nara,22.08.1986,182 cm 170.6 kg,6-9
M5e,Kitataiki,Kitanoumi,Tokyo,05.10.1982,185 cm 149 kg,4-11
M5w,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,6-9
M6e,Gagamaru,Kise,Georgia,23.02.1987,185 cm 202.6 kg,7-8
M6w,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,9-6
M7e,Sokokurai,Arashio,China,09.01.1984,185 cm 131.6 kg,1-4-10
M7w,Sadanofuji,Sakaigawa,Nagasaki,25.12.1984,189 cm 200.5 kg,6-9
M8e,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,8-7
M8w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,10-5
M9e,Homarefuji,Isegahama,Aomori,06.05.1985,180 cm 163.7 kg,7-8
M9w,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,6-9
M10e,Ikioi,Isenoumi,Osaka,11.10.1986,194 cm 157 kg,10-5
M10w,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,9-6
M11e,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,10-5
M11w,Kyokushuho,Tomozuna,Mongolia,09.08.1988,191 cm 149.6 kg,9-6
M12e,Arawashi,Minezaki,Mongolia,21.08.1986,184 cm 122 kg,2-13
M12w,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185 cm 185.2 kg,6-9
M13e,Fujiazuma,Tamanoi,Tokyo,19.04.1987,182 cm 183.6 kg,3-12
M13w,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178 cm 176.3 kg,3-12
M14e,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,10-5
M14w,Kyokutenho,Tomozuna,Mongolia,13.09.1974,191 cm 156 kg,8-7
M15e,Jokoryu,Kise,Tokyo,07.08.1988,187 cm 162.4 kg,5-10
M15w,Kotoyuki,Sadogatake,Kagawa,02.04.1991,176 cm 162.4 kg,8-7
M16e,Takanoiwa,Takanohana,Mongolia,26.02.1990,181 cm 145.5 kg,7-8
M16w,Amuru,Onomatsu,Russia,25.08.1983,192 cm 126 kg,9-6
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,15-0 Y
Y1w,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,11-4
Y2e,Harumafuji,Isegahama,Mongolia,14.04.1984,185 cm 135 kg,10-5
O1e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188 cm 177 kg,13-2 J
O1w,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,9-6
O2e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,10-5
O2w,Terunofuji,Isegahama,Mongolia,29.11.1991,192 cm 158.5 kg,2-13
S1e,Kotoyuki,Sadogatake,Kagawa,02.04.1991,176 cm 162.4 kg,7-8
S1w,Ikioi,Isenoumi,Osaka,11.10.1986,194 cm 157 kg,4-11
K1e,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,8-7
K1w,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,6-9
M1e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,6-9
M1w,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,7-8
M2e,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182 cm 150 kg,6-9
M2w,Ichinojo,Minato,Mongolia,07.04.1993,190 cm 183 kg,5-10
M3e,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,6-9
M3w,Aminishiki,Isegahama,Aomori,03.10.1978,186 cm 152 kg,1-2-12
M4e,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,7-8
M4w,Tochinoshin,Kasugano,Georgia,13.10.1987,192 cm 162 kg,10-5 G
M5e,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,8-7
M5w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,9-6
M6e,Takanoiwa,Takanohana,Mongolia,26.02.1990,181 cm 145.5 kg,5-10
M6w,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,4-11
M7e,Toyonoshima,Tokitsukaze,Kochi,29.06.1983,169 cm 149.4 kg,5-10
M7w,Osunaarashi,Otake,Egypt,10.02.1992,189 cm 146 kg,9-6
M8e,Kyokushuho,Tomozuna,Mongolia,09.08.1988,191 cm 149.6 kg,0-0-15
M8w,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179 cm 149 kg,11-4 K
M9e,Sokokurai,Arashio,China,09.01.1984,185 cm 131.6 kg,7-8
M9w,Daieisho,Oitekaze,Saitama,10.11.1993,179 cm 135.7 kg,6-9
M10e,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184 cm 131.2 kg,7-8
M10w,Tokushoryu,Kise,Nara,22.08.1986,182 cm 170.6 kg,6-9
M11e,Chiyootori,Kokonoe,Kagoshima,11.10.1992,179 cm 178.5 kg,8-7
M11w,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177 cm 134.5 kg,11-4
M12e,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,8-7
M12w,Amuru,Onomatsu,Russia,25.08.1983,192 cm 126 kg,3-8-4
M13e,Daishomaru,Oitekaze,Osaka,10.07.1991,175 cm 153 kg,9-6
M13w,Hidenoumi,Kise,Tokyo,11.06.1989,184 cm 156.2 kg,5-10
M14e,Nishikigi,Isenoumi,Iwate,25.08.1990,184.5 cm 149.5 kg,7-8
M14w,Seiro,Shikoroyama,Mongolia,18.08.1988,185 cm 131.2 kg,5-10
M15e,Gagamaru,Kise,Georgia,23.02.1987,185 cm 202.6 kg,6-9
M15w,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,11-4
M16e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182 cm 166.8 kg,6-9
Y1e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188 cm 177 kg,6-5-4
Y1w,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,1-4-10
Y2e,Harumafuji,Isegahama,Mongolia,14.04.1984,185 cm 135 kg,11-4
Y2w,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,15-0 Y
O1e,Terunofuji,Isegahama,Mongolia,29.11.1991,192 cm 158.5 kg,12-3 J
O1w,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,9-6
S1e,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,10-5
S1w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,11-4 G
S2e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,7-8
K1e,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179 cm 149 kg,8-7 S
K1w,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,8-7 G
M1e,Chiyonokuni,Kokonoe,Mie,10.07.1990,184 cm 143.8 kg,2-13
M1w,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,6-9
M2e,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,3-12
M2w,Chiyoshoma,Kokonoe,Mongolia,20.07.1991,183 cm 118.2 kg,5-10
M3e,Daieisho,Oitekaze,Saitama,10.11.1993,179 cm 135.7 kg,4-11
M3w,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,4-11
M4e,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,6-9
M4w,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,3-12
M5e,Takanoiwa,Takanohana,Mongolia,26.02.1990,181 cm 145.5 kg,5-7-3
M5w,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182 cm 150 kg,10-5
M6e,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,4-11
M6w,Ikioi,Isenoumi,Osaka,11.10.1986,194 cm 157 kg,9-6
M7e,Hokutofuji,Hakkaku,Saitama,15.07.1992,182 cm 158 kg,10-5
M7w,Takakeisho,Takanohana,Hyogo,05.08.1996,173 cm 149 kg,11-4
M8e,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177 cm 134.5 kg,6-9
M8w,Sokokurai,Arashio,China,09.01.1984,185 cm 131.6 kg,5-10
M9e,Ichinojo,Minato,Mongolia,07.04.1993,190 cm 183 kg,8-7
M9w,Kagayaki,Takadagawa,Ishikawa,01.06.1994,193 cm 144.3 kg,9-6
M10e,Tochinoshin,Kasugano,Georgia,13.10.1987,192 cm 162 kg,12-3 J
M10w,Ura,Kise,Osaka,22.06.1992,172 cm 113 kg,11-4
M11e,Arawashi,Minezaki,Mongolia,21.08.1986,184 cm 122 kg,7-8
M11w,Ishiura,Miyagino,Tottori,10.01.1990,173 cm 103.6 kg,8-7
M12e,Tokushoryu,Kise,Nara,22.08.1986,182 cm 170.6 kg,8-7
M12w,Kotoyuki,Sadogatake,Kagawa,02.04.1991,176 cm 162.4 kg,6-9
M13e,Toyohibiki,Sakaigawa,Yamaguchi,16.11.1984,185 cm 185.2 kg,4-11
M13w,Daishomaru,Oitekaze,Osaka,10.07.1991,175 cm 153 kg,8-7
M14e,Onosho,Onomatsu,Aomori,04.07.1996,176 cm 148.5 kg,10-5 K
M14w,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182 cm 166.8 kg,9-6
M15e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,4-11
M15w,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,7-8
M16e,Yutakayama,Tokitsukaze,Niigata,22.09.1993,185 cm 171 kg,4-11
Y1e,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,14-1 Y
Y1w,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,11-4
Y2e,Kisenosato,Tagonoura,Ibaraki,03.07.1986,188 cm 177 kg,0-0-15
O1e,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,0-0-15
O1w,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,3-6-6
S1e,Tochinoshin,Kasugano,Georgia,13.10.1987,192 cm 162 kg,13-2 JGK
S1w,Ichinojo,Minato,Mongolia,07.04.1993,190 cm 183 kg,8-7
K1e,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179 cm 149 kg,9-6
K1w,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,3-10-2
M1e,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,8-7
M1w,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,6-9
M2e,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177 cm 134.5 kg,8-7 S
M2w,Abi,Shikoroyama,Saitama,04.05.1994,185 cm 121 kg,7-8
M3e,Daieisho,Oitekaze,Saitama,10.11.1993,179 cm 135.7 kg,5-10
M3w,Yutakayama,Tokitsukaze,Niigata,22.09.1993,185 cm 171 kg,2-13
M4e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182 cm 166.8 kg,6-9
M4w,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182 cm 150 kg,9-6
M5e,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,8-7
M5w,Ikioi,Isenoumi,Osaka,11.10.1986,194 cm 157 kg,8-7
M6e,Chiyoshoma,Kokonoe,Mongolia,20.07.1991,183 cm 118.2 kg,6-9
M6w,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,7-8
M7e,Ryuden,Takadagawa,Yamanashi,10.11.1990,192 cm 145 kg,3-12
M7w,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178 cm 176.3 kg,5-10
M8e,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,8-7
M8w,Kagayaki,Takadagawa,Ishikawa,01.06.1994,193 cm 144.3 kg,9-6
M9e,Daishomaru,Oitekaze,Osaka,10.07.1991,175 cm 153 kg,9-6
M9w,Hokutofuji,Hakkaku,Saitama,15.07.1992,182 cm 158 kg,4-7-4
M10e,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,5-10
M10w,Takakeisho,Takanohana,Hyogo,05.08.1996,173 cm 149 kg,10-5
M11e,Daiamami,Oitekaze,Kagoshima,15.12.1992,185 cm 167 kg,4-11
M11w,Chiyonokuni,Kokonoe,Mie,10.07.1990,184 cm 143.8 kg,12-3 K
M12e,Arawashi,Minezaki,Mongolia,21.08.1986,184 cm 122 kg,7-8
M12w,Asanoyama,Takasago,Toyama,01.03.1994,189 cm 158 kg,7-8
M13e,Ishiura,Miyagino,Tottori,10.01.1990,173 cm 103.6 kg,6-9
M13w,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,8-7
M14e,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184 cm 131.2 kg,8-7
M14w,Takekaze,Oguruma,Akita,21.06.1979,170 cm 144 kg,6-9
M15e,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,8-7
M15w,Kyokutaisei,Tomozuna,Hokkaido,18.10.1989,184 cm 128.2 kg,10-5 K
M16e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,10-5
M16w,Aminishiki,Isegahama,Aomori,03.10.1978,186 cm 152 kg,4-11
M17e,Nishikigi,Isenoumi,Iwate,25.08.1990,184.5 cm 149.5 kg,10-5
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,193 cm 150.7 kg,0-0-15
Y1w,Kakuryu,Izutsu,Mongolia,10.08.1985,186 cm 150 kg,11-4 J
O1e,Goeido,Sakaigawa,Osaka,06.04.1986,183 cm 158.2 kg,9-6
O1w,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 163 kg,9-6
O2e,Takakeisho,Chiganoura,Hyogo,05.08.1996,173 cm 149 kg,3-4-8
S1e,Ichinojo,Minato,Mongolia,07.04.1993,190 cm 183 kg,5-7-3
S1w,Tochinoshin,Kasugano,Georgia,13.10.1987,192 cm 162 kg,10-5
K1e,Aoiyama,Kasugano,Bulgaria,19.06.1986,192 cm 192.6 kg,6-9
K1w,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179 cm 149 kg,9-6
M1e,Hokutofuji,Hakkaku,Saitama,15.07.1992,182 cm 158 kg,7-8
M1w,Kotoshogiku,Sadogatake,Fukuoka,30.01.1984,180 cm 177 kg,6-9
M2e,Endo,Oitekaze,Ishikawa,19.10.1990,183 cm 145.6 kg,7-8
M2w,Daieisho,Oitekaze,Saitama,10.11.1993,179 cm 135.7 kg,7-8
M3e,Chiyotairyu,Kokonoe,Tokyo,14.11.1988,182 cm 166.8 kg,6-9
M3w,Tamawashi,Kataonami,Mongolia,16.11.1984,190 cm 161 kg,10-5
M4e,Okinoumi,Hakkaku,Shimane,29.07.1985,190 cm 154 kg,5-10
M4w,Abi,Shikoroyama,Saitama,04.05.1994,185 cm 121 kg,10-5 K
M5e,Myogiryu,Sakaigawa,Hyogo,22.10.1986,187 cm 148 kg,6-9
M5w,Ryuden,Takadagawa,Yamanashi,10.11.1990,192 cm 145 kg,10-5 G
M6e,Takarafuji,Isegahama,Aomori,18.02.1987,186 cm 161.1 kg,8-7
M6w,Yoshikaze,Oguruma,Oita,19.03.1982,175 cm 140.3 kg,4-11
M7e,Shodai,Tokitsukaze,Kumamoto,05.11.1991,182 cm 150 kg,10-5
M7w,Meisei,Tatsunami,Kagoshima,24.07.1995,180 cm 120 kg,10-5
M8e,Kaisei,Tomozuna,Brazil,18.12.1986,195 cm 187.8 kg,3-5-7
M8w,Asanoyama,Takasago,Toyama,01.03.1994,189 cm 158 kg,12-3 YSK
M9e,Nishikigi,Isenoumi,Iwate,25.08.1990,184.5 cm 149.5 kg,5-10
M9w,Tomokaze,Oguruma,Kanagawa,02.12.1994,183 cm 168 kg,8-7
M10e,Kagayaki,Takadagawa,Ishikawa,01.06.1994,193 cm 144.3 kg,5-10
M10w,Onosho,Onomatsu,Aomori,04.07.1996,176 cm 148.5 kg,8-7
M11e,Shohozan,Nishonoseki,Fukuoka,09.02.1984,177 cm 134.5 kg,8-7
M11w,Tochiozan,Kasugano,Kochi,09.03.1987,189 cm 154 kg,6-9
M12e,Shimanoumi,Kise,Mie,11.07.1989,178 cm 160.8 kg,10-5 K
M12w,Yago,Oguruma,Hokkaido,08.07.1994,187 cm 172 kg,6-9
M13e,Chiyomaru,Kokonoe,Kagoshima,17.04.1991,178 cm 176.3 kg,7-8
M13w,Sadanoumi,Sakaigawa,Kumamoto,11.05.1987,184 cm 131.2 kg,7-8
M14e,Tokushoryu,Kise,Nara,22.08.1986,182 cm 170.6 kg,4-11
M14w,Enho,Miyagino,Ishikawa,18.10.1994,169 cm 95 kg,7-8
M15e,Terutsuyoshi,Isegahama,Hyogo,17.01.1995,169 cm 112 kg,6-9
M15w,Kotoeko,Sadogatake,Miyazaki,20.11.1991,175.5 cm 111.6 kg,8-7
M16e,Daishoho,Oitekaze,Mongolia,28.08.1994,182 cm 140 kg,9-6
M16w,Ishiura,Miyagino,Tottori,10.01.1990,173 cm 103.6 kg,5-10
M17e,Chiyoshoma,Kokonoe,Mongolia,20.07.1991,183 cm 118.2 kg,5-10
Y1e,Hakuho,Miyagino,Mongolia,11.03.1985,192 cm 151 kg,0-0-15
O1e,Asanoyama,Takasago,Toyama,01.03.1994,187 cm 174 kg,7-5-3
O1w,Takakeisho,Tokiwayama,Hyogo,05.08.1996,175 cm 183 kg,12-3 D
O2e,Shodai,Tokitsukaze,Kumamoto,05.11.1991,184 cm 170 kg,9-6
O2w,Terunofuji,Isegahama,Mongolia,29.11.1991,191 cm 173 kg,12-3 Y
S1e,Takayasu,Tagonoura,Ibaraki,28.02.1990,187 cm 175 kg,10-5
S1w,Takanosho,Tokiwayama,Chiba,14.11.1994,184 cm 163 kg,5-10
K1e,Mitakeumi,Dewanoumi,Nagano,25.12.1992,179 cm 172 kg,10-5
K1w,Daieisho,Oitekaze,Saitama,10.11.1993,182 cm 161 kg,6-9
M1e,Wakatakakage,Arashio,Fukushima,06.12.1994,180 cm 129 kg,9-6 G
M1w,Hokutofuji,Hakkaku,Saitama,15.07.1992,185 cm 162 kg,6-9
M2e,Meisei,Tatsunami,Kagoshima,24.07.1995,180 cm 151 kg,8-7
M2w,Tobizaru,Oitekaze,Tokyo,24.04.1992,175 cm 131 kg,5-10
M3e,Aoiyama,Kasugano,Bulgaria,19.06.1986,191 cm 188 kg,4-3-8
